Day,Time,Hour,Location,Address,Region,Types
Friday,19:00,19,Levittown Community Church,100 Periwinkle Rd,Nassau County,Step Meeting
Friday,19:00,19,Manhattan College Engineering Building,3825 Corlear Ave #1,Kingsbridge,Step Meeting
Friday,19:00,19,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,"Closed, Literature, Wheelchair Access"
Friday,19:00,19,Marien Heim Senior Home,4520 4th Ave,Sunset Park,Closed
Friday,19:00,19,Masonic Lodge,1814 College Point Blvd,College Point,Closed
Friday,19:00,19,McBurney YMCA,125 W 14th St,Greenwich Village,"Beginner, Wheelchair Access"
Friday,19:00,19,Mount Hope Ame Zion Church,65 Lake St,White Plains,"Beginner, Wheelchair Access"
Friday,19:00,19,Mt Carmel Baptist Church,76 Gleneida Ave,Putnam and Dutchess Counties,"Open, Speaker, Wheelchair Access"
Friday,19:00,19,North Central Bronx Hospital,3424 Kossuth Ave,Williamsbridge,"Beginner, Wheelchair Access"
Friday,19:00,19,North Salem Community Center,1 Titicus Rd,Purdys,"Beginner, Open, Wheelchair Access"
Friday,19:00,19,North Salem Community Center,1 Titicus Rd,Purdys,"Beginner, Open"
Friday,19:00,19,Olivet Presbyterian Church,97 Myrtle Ave,West New Brighton,"Closed, Wheelchair Access, Women"
Friday,19:00,19,Our Lady of Grace Rectory,430 Avenue W,Gravesend,Closed
Friday,19:00,19,Our Savior Lutheran School,1734 Williamsbridge Rd,Westchester,"Beginner, Literature, Wheelchair Access"
Friday,19:00,19,Our Saviour's Atonement Church,178 Bennett Ave,Washington Heights,"Beginner, Big Book, Closed, Step Meeting"
Friday,19:00,19,Pilgrim Congregational Church,102-35 89th Ave,Richmond Hill,"Beginner, Wheelchair Access"
Friday,19:00,19,Reformed Church of Cortlandtown,2124 Albany Post Rd,Montrose,Step Meeting
Friday,19:00,19,San Damiano Mission,85 N 15th St,Greenpoint,"Candlelight, Literature, Open"
Friday,19:00,19,Second Presbyterian Church,3 W 95th St,Upper West Side,"Closed, Discussion"
Friday,19:00,19,St Alban's Veterans Hospital,179-00 Linden Blvd,St. Albans,"Beginner, Men, Step Meeting, Wheelchair Access"
Friday,19:00,19,St Andrew's Church Rectory,35-60 158th St,Flushing,Beginner
Friday,19:00,19,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Friday,19:00,19,St Augustine's Church,1508 Webster Ave,Tremont,"Beginner, Literature"
Friday,19:00,19,St. Elizabeth's Center,175 Wolf Hill Rd,Suffolk County,"Closed, Wheelchair Access"
Friday,19:00,19,St. Elizabeth's Center,175 Wolf Hill Rd,Suffolk County,"Beginner, Wheelchair Access"
Friday,19:00,19,St Gregory's Convent,88-19 Cross Island Pkwy,Bellerose,Step Meeting
Friday,19:00,19,St John of God Church,84 Carleton Ave,Suffolk County,Beginner
Friday,19:00,19,St John the Baptist Church School,670 Yonkers Ave,Yonkers,Big Book
Friday,19:00,19,St John's Episcopal Church,224 Waverly Pl,Greenwich Village,"Discussion, Open"
Friday,19:00,19,St Laurence Roman Catholic Church Rectory,1020 Van Siclen Ave,East New York,"Closed, Wheelchair Access, Women"
Friday,19:00,19,St Luke's Episcopal Church,331 NY-100,Somers,"Closed, Women"
Friday,19:00,19,St Patrick & St Lucy Church,285 Willoughby Ave,Adelphi Crown Heights,"Closed, Spanish"
Friday,19:00,19,St Patrick's Church,188 Church Pl,Yorktown Heights,Closed
Friday,19:00,19,St Patrick's Church,9511 4th Ave,Bay Ridge,Beginner
Friday,19:00,19,St Paul's Lutheran Church,761 King St,Port Chester,Big Book
Friday,19:00,19,St Simon's Episcopal Church,1055 Richmond Rd,Stapleton,Step Meeting
Friday,19:00,19,St Thomas Church,1 W 53rd St,Midtown West Side,"LGBTQ, Open, Speaker, Wheelchair Access"
Friday,19:00,19,Steinway Reformed Church,21-65 41st St,Astoria / Steinway,Closed
Friday,19:00,19,Twelfth Street Workshop,411 E 12th St,East Village,Step Meeting
Friday,19:00,19,United Methodist Church of Pleasantville,70 Bedford Rd,Pleasantville,"Closed, Wheelchair Access"
Friday,19:00,19,Veteran's Administration Hospital,96-0 Linden Blvd,Springfield Gardens,"Closed, Wheelchair Access, Women"
Friday,19:00,19,Yorktown First Presbyterian Church,2880 Crompond Rd,Yorktown Heights,"Beginner, Wheelchair Access"
Friday,19:15,19,Bethany Lutheran Church,1037 72nd St,Dyker Heights,Open
Friday,19:15,19,Crawford Memorial Methodist Church,3751 White Plains Rd,Williamsbridge,"Beginner, Open, Wheelchair Access"
Friday,19:15,19,First Congregational Church,14 Brookside Rd,Connecticut,"Beginner, Wheelchair Access"
Friday,19:15,19,General Theological Seminary,175 9th Ave,Greenwich Village,Closed
Friday,19:15,19,General Theological Seminary,175 9th Ave,Greenwich Village,Big Book
Friday,19:15,19,General Theological Seminary,175 9th Ave,Greenwich Village,Open
Friday,19:15,19,General Theological Seminary,175 9th Ave,Greenwich Village,"Closed, Discussion"
Friday,19:15,19,Graymoor St Paul's Library,1350 U.S. 9,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Friday,19:15,19,Memorial Presbyterian Church,189 Babylon Turnpike,Nassau County,Beginner
Friday,19:15,19,Muhlenberg Residence,510 Atlantic Ave,Downtown,"Beginner, Wheelchair Access"
Friday,19:15,19,Our Lady of Mercy Church,70-01 Kessel St,Forest Hills,Beginner
Friday,19:15,19,Redeemer Lutheran Church,69-07 Cooper Ave,Ridgewood/Glendale,Beginner
Friday,19:15,19,Westbury Friends School,550 Post Ave,Nassau County,"LGBTQ, Step Meeting"
Friday,19:30,19,42 North Street,42 North St,Orange County,Big Book
Friday,19:30,19,All Angels Church,251 W 80th St,Upper West Side,"Closed, Wheelchair Access"
Friday,19:30,19,All Saints Church,300 Harrison Ave,Harrison,Big Book
Friday,19:30,19,All Souls Presbyterian Church,55 Parkway Dr,Port Chester,"Closed, Discussion"
Friday,19:30,19,All Souls Uniterian Church,1157 Lexington Ave,Upper East Side,"Closed, Discussion, Speaker"
Friday,19:30,19,Asbury Methodist Church,167 Scarsdale Rd,Tuckahoe,Open
Friday,19:30,19,Church of the Gethsemone,1012 8th Ave,Park Slope,Step Meeting
Friday,19:30,19,Coatha Church on the Hill Senior Center,2005 Amsterdam Ave,Washington Heights,"Discussion, Open, Wheelchair Access"
Friday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Big Book, Wheelchair Access"
Friday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Step Meeting, Wheelchair Access"
Friday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Closed, Wheelchair Access"
Friday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Beginner, Wheelchair Access"
Friday,19:30,19,Community Church of the Pelhams,448 Washington Ave,Pelham,"Closed, Wheelchair Access"
Friday,19:30,19,Congregational Church of Manhasset,1845 Northern Blvd,Nassau County,"Closed, Men"
Friday,19:30,19,First Presbyterian Church,16 S 9th St,Nassau County,Open
Friday,19:30,19,First United Methodist Church,2837 Davison St,Nassau County,Closed
Friday,19:30,19,Garden City Community Church,245 Stewart Ave,Nassau County,Big Book
Friday,19:30,19,Greenbelt Recreational Center,281 Patchogue-Holbrook Rd,Suffolk County,Beginner
Friday,19:30,19,Greenbelt Recreational Center,281 Patchogue-Holbrook Rd,Suffolk County,Big Book
Friday,19:30,19,Highland Mills United Methodist Church,654 NY-32,Orange County,"Step Meeting, Wheelchair Access"
Friday,19:30,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,Step Meeting
Friday,19:30,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,"Closed, Men"
Friday,19:30,19,Hitchcock Memorial Church,6 Greenacres Ave,Scarsdale,"Closed, Women"
Friday,19:30,19,Holy Name Church,207 W 96th St,Upper West Side,Open
Friday,19:30,19,Holy Rosary Church,41 Windermere Ave,Orange County,"Closed, Discussion"
Friday,19:30,19,Holy Trinity Episcopal Church,24 Coulter Ave,Putnam and Dutchess Counties,Beginner
Friday,19:30,19,I Can Club,110-54 Farmers Blvd,St. Albans,"Beginner, Wheelchair Access, Women"
Friday,19:30,19,Long Beach Ice Arena,150 W Bay Dr,Nassau County,Beginner
Friday,19:30,19,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Closed, Literature, Wheelchair Access"
Friday,19:30,19,Mount Sinai-Roosevelt Hospital,1000 10th Ave,Hell's Kitchen,"Step Meeting, Wheelchair Access"
Friday,19:30,19,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,"Discussion, Open"
Friday,19:30,19,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,"Discussion, Open"
Friday,19:30,19,Our Lady of the Isle Rc Church,5 Prospect Ave,Suffolk County,Beginner
Friday,19:30,19,Redeemer Lutheran Church,69-07 Cooper Ave,Ridgewood/Glendale,"Discussion, Open"
Friday,19:30,19,Reformed Church of the Comforter,26 Wynkoop Pl,"Sullivan, Green, and Ulster Counties","Discussion, Open"
Friday,19:30,19,Reformed Church of the Comforter,26 Wynkoop Pl,"Sullivan, Green, and Ulster Counties",Beginner
Friday,19:30,19,Resurrection Church,96 Milton Rd,Rye,"Closed, Wheelchair Access"
Friday,19:30,19,Rocco Moretto VFW Post 2348,31-35 41st St,Astoria / Steinway,"Beginner, Closed"
Friday,19:30,19,Rossville Ame Zion Church,584 Bloomingdale Rd,Prince's Bay,"Discussion, Open"
Friday,19:30,19,Sacred Heart Church Rectory,1253 Shakespeare Ave,Highbridge University Heights,Beginner
Friday,19:30,19,Sacred Heart Elementary/High School,34 Convent Ave,Yonkers,"Beginner, Wheelchair Access"
Friday,19:30,19,Saint Joseph's Roman Catholic School,1346 Broadway,Nassau County,"Open, Wheelchair Access"
Friday,19:30,19,Scarsdale Congregational Church,1 Heathcote Rd,Scarsdale,Big Book
Friday,19:30,19,Scarsdale Congregational Church,1 Heathcote Rd,Scarsdale,Step Meeting
Friday,19:30,19,Seafarers & Intl House,123 E 15th St,East Village,"Beginner, Open, Wheelchair Access"
Friday,19:30,19,Simpson Methodist Church,30 Locust Ave,Suffolk County,Beginner
Friday,19:30,19,Simpson Methodist Church,30 Locust Ave,Suffolk County,"Step Meeting, Women"
Friday,19:30,19,South Presbyterian Church,343 Broadway,Dobbs Ferry,"Beginner, LGBTQ, Wheelchair Access"
Friday,19:30,19,Springfield Methodist Church,131-29 Farmers Blvd,Springfield Gardens,Beginner
Friday,19:30,19,St Barnabas Episcopal Church,15 N Broadway,Irvington,Closed
Friday,19:30,19,St Clare of Assisi Church,1025 Rhinelander Ave,Parkchester,Open
Friday,19:30,19,St John's Lutheran Church,83 Christopher St,Greenwich Village,"Beginner, Gay, Lesbian,"
Friday,19:30,19,St Luke's Church,16-31 Clintonville St,Whitestone,"Open, Wheelchair Access"
Friday,19:30,19,St Luke's Parish Hall,68 Bedford Rd,Katonah,"Big Book, Wheelchair Access"
Friday,19:30,19,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Step Meeting, Wheelchair Access"
Friday,19:30,19,St. Mark's Methodist Church,200 Hempstead Ave,Nassau County,"Closed, Step Meeting, Tradition Study"
Friday,19:30,19,St Nicholas of Tolentine,2345 University Ave,Bedford Park / Jerome Ave,"Open, Wheelchair Access"
Friday,19:30,19,Trinity Episcopal Church,5 Chapel St,Rockland County,Step Meeting
Friday,19:30,19,United Methodist Church,407 Main St,Nassau County,Beginner
Friday,19:30,19,Valhalla United Methodist Church,200 Columbus Ave,Valhalla,Open
Friday,19:30,19,Woodrow Methodist Church,1075 Woodrow Rd,Eltingville,"Open, Wheelchair Access"
Friday,19:45,19,All Saints Epscopal Church,855 Middle Neck Rd,Nassau County,Step Meeting
Friday,19:45,19,Christ & St Stephen's Church,120 W 69th St,Upper West Side,"Discussion, Open"
Friday,19:45,19,Good Shepherd Lutheran Church,112 N Main St,Rockland County,"Step Meeting, Wheelchair Access"
Friday,19:45,19,St Paul the Apostle Church,231 Jackson Ave,Nassau County,Beginner
Friday,20:00,20,1 East Post Road,1 E Post Rd,White Plains,"Closed, Wheelchair Access"
Friday,20:00,20,10 South Moger Avenue,10 S Moger Ave,Mt. Kisco,"Open, Spanish"
Friday,20:00,20,1st Congregational Church,320 Beach 94th Street,Rockaway Park,"Open, Wheelchair Access"
Friday,20:00,20,2126 2nd Avenue,2126 2nd Ave,East Harlem,"Discussion, Open, Spanish, Wheelchair Access"
Friday,20:00,20,220 W Houston St,220 W Houston St,Greenwich Village,Step Meeting
Friday,20:00,20,38-21 99th Street,38-21 99th St,Corona,"Open, Spanish"
Friday,20:00,20,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"LGBTQ, Step Meeting"
Friday,20:00,20,74 East 17th Street,74 E 17th St,Flatbush,"Discussion, Open, Spanish"
Friday,20:00,20,82 East Main Street,82 E Main St,Suffolk County,Closed
Friday,20:00,20,90-05 175th Street,90-5 175th St,Jamaica,"Discussion, Open, Spanish"
Friday,20:00,20,913 Broadway,913 Broadway,Metropolitan,"Closed, Spanish"
Friday,20:00,20,All Saints Episcopal Church,214-35 40th Ave,Bayside,Open
Friday,20:00,20,Apartment Building,538 W 47th St,Hell's Kitchen,Spanish
Friday,20:00,20,Brick Church Parish House,62 E 92nd St,Yorkville/Carnegie Hill,"Step Meeting, Wheelchair Access"
Friday,20:00,20,Brick Reformed Church,1582 NY-17K,Orange County,Step Meeting
Friday,20:00,20,Brookhaven Memorial Hospital,101 Hospital Rd,Suffolk County,"Step Meeting, Wheelchair Access"
Friday,20:00,20,Casita Esperanza,557 W 156th St,Washington Heights,"Discussion, Open, Spanish, Wheelchair Access"
Friday,20:00,20,Christ Lutheran Church,3 Church Rd,Rockland County,"Open, Wheelchair Access"
Friday,20:00,20,Church Episcopal San Andres,4917 4th Ave,Sunset Park,"Open, Spanish"
Friday,20:00,20,Church of St John & St Paul,280 Weaver St,Larchmont,Step Meeting
Friday,20:00,20,Church of the Immaculate Conception,128 Targee St,Stapleton,"Open, Spanish"
Friday,20:00,20,Community Presbyterian Church,2101 William Pl,Nassau County,Open
Friday,20:00,20,Community United Methodist Church,75-27 Metropolitan Ave,Middle Village,Beginner
Friday,20:00,20,Cornwall Hospital,17 Laurel Ave,Orange County,"Discussion, Open, Wheelchair Access"
Friday,20:00,20,Corona Congregational Church,102-18 34th Ave,Corona,Open
Friday,20:00,20,El Paraiso AA,376 50th St,Sunset Park,"Closed, Spanish"
Friday,20:00,20,First Congregational Church,210 Orchard Ridge Rd,Chappaqua,"Open, Wheelchair Access"
Friday,20:00,20,First Presbyterian Church,10 Academy St,Putnam and Dutchess Counties,"Beginner, Literature"
Friday,20:00,20,Gibbs Mansion,218 Gates Ave,Bedford Stuyvesant,"Closed,"
Friday,20:00,20,Grace Congregational Baptist Church,310 W 139th St,West Harlem,Open
Friday,20:00,20,Grace Lutheran Church,9 E Homestead Ave,New Jersey,Step Meeting
Friday,20:00,20,Grupo El Salvador,90-01 78th St,East New York,"Open, Spanish, Wheelchair Access"
Friday,20:00,20,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,"Discussion, Open, Spanish"
Friday,20:00,20,Iglesia Presbyterian,1954 Grand Concourse,Tremont,"Discussion, Open, Spanish"
Friday,20:00,20,Immaculate Heart of Mary Church Rectory,2805 Fort Hamilton Pkwy,Kensington,Step Meeting
Friday,20:00,20,Jan Hus Church,351 E 74th St,Upper East Side,"LGBTQ, Step Meeting"
Friday,20:00,20,Kingsbridge Evangelical Lutheran Church,3130 Bailey Ave,Kingsbridge,Closed
Friday,20:00,20,Mamaroneck United Methodist Church,546 E Boston Post Rd,Mamaroneck,"Open, Wheelchair Access"
Friday,20:00,20,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,"Discussion, Open"
Friday,20:00,20,New Beginnings Church,35 De Garmo Rd,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Friday,20:00,20,Old Schoolhouse of Verplanck,210 6th St,Montrose,Open
Friday,20:00,20,Our Lady of Lourdes Church Rectory,65 Wright Ave,Nassau County,Big Book
Friday,20:00,20,Our Lady of Lourdes Roman Catholic Church,92-96 220th St,Queens Village,Open
Friday,20:00,20,Our Lady of Mercy Convent,500 S Oyster Bay Rd,Nassau County,Open
Friday,20:00,20,Our Lady Queen of Martyrs,91 Arden St,Inwood,"Discussion, Open, Spanish"
Friday,20:00,20,Park Slope United Methodist Church,410 6th Ave,Park Slope,"Beginner, Closed, Literature, Step Meeting"
Friday,20:00,20,Pawling Trinity Lutheran Church,14 Pine Dr,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Friday,20:00,20,Presbyterian Church of Bridgehampton,2429 Main St,Suffolk County,"Closed, Gay, Men, Wheelchair Access"
Friday,20:00,20,Presbyterian Church of Mt Kisco,605 Millwood Rd,Mt. Kisco,Open
Friday,20:00,20,Ridgewood Presbyterian Church,59-14 70th Ave,Ridgewood/Glendale,"Open, Wheelchair Access"
Friday,20:00,20,Saint Barnabas Considine Parish Center,409 E 241st St,Woodlawn,Closed
Friday,20:00,20,Saint Simon Church,Church of St. Simon Stock,Tremont,"Open, Spanish"
Friday,20:00,20,St Anthony of Padua Church,155 Sullivan St,Soho,"Closed, Sign Language"
Friday,20:00,20,St Augustine's Church,292 Henry St,Bowery Lower East Side,"Open, Spanish, Wheelchair Access"
Friday,20:00,20,St Benedict's Church,2969 Otis Ave,Throggs Neck,"Open, Wheelchair Access"
Friday,20:00,20,St Francis Di Paulo Catholic Church Auditorium,200 Woodpoint Rd,Williamsburg,"Discussion, Open, Wheelchair Access"
Friday,20:00,20,St Francis Hospital,1 Webster Ave,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Friday,20:00,20,St John Chrysostom Church,1144 Hoe Ave,Boulevard / Hunts Point,"Open, Spanish"
Friday,20:00,20,St John's Episcopal Church,1670 NY-25A,Suffolk County,"Closed, Sign Language"
Friday,20:00,20,St John's Lutheran Church,2150 Centre Ave,Nassau County,Step Meeting
Friday,20:00,20,St Luke's Church,65 Oscawana Lake Rd,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Friday,20:00,20,St Luke's School,487 Hudson St,Greenwich Village,"Step Meeting, Wheelchair Access"
Friday,20:00,20,St Mary's Church,1 Chestnut St,Putnam and Dutchess Counties,"Beginner, Wheelchair Access"
Friday,20:00,20,St Matthew's Catholic Church,616 Warburton Ave,Hastings-On-Hudson,"Open, Wheelchair Access"
Friday,20:00,20,St Matthew's Parish,57 8th St,New Jersey,Beginner
Friday,20:00,20,St Monica's Church,413 E 79th St,Upper East Side,Beginner
Friday,20:00,20,St. Stanislaus B&M Church,St. Stanislaus Bishop and Martyr's Church,East Village,"Open, Young People"
Friday,20:00,20,Store Front,599 Main St,Putnam and Dutchess Counties,"Discussion, Open"
Friday,20:00,20,Sunnyside Reformed Church,48-03 Skillman Ave,Sunnyside,"Closed, Step Meeting"
Friday,20:00,20,Trinity Lutheran Church,2103 Old Rte 6,Putnam and Dutchess Counties,"Men, Step Meeting, Wheelchair Access"
Friday,20:00,20,Trinity Lutheran Church,111 Nassau Ave,Suffolk County,Step Meeting
Friday,20:00,20,United Church of Spring Valley,11 E Church St,Rockland County,"Discussion, Open, Wheelchair Access"
Friday,20:00,20,United Methodist Church Lake Ronkonkoma,792 Hawkins Ave,Suffolk County,"Child-Friendly, Open"
Friday,20:00,20,Westchester Methodist Church,2547 E Tremont Ave,Westchester,"Closed, Men"
Friday,20:00,20,YMCA Counseling Center,3911 Richmond Ave,Eltingville,"Closed, Wheelchair Access"
Friday,20:15,20,Christ Lutheran Church,3384 Island Rd,Nassau County,Step Meeting
Friday,20:15,20,Golden Sword International Fellowship Church,10 Tanglewylde Ave,Bronxville,"Big Book, Closed"
Friday,20:15,20,Hazelden Tribeca,283 W Broadway,TriBeCa,"Closed, LGBTQ, Transgender, Wheelchair Access"
Friday,20:15,20,Holy Trinity Church,341 E 87th St,Yorkville/Carnegie Hill,Beginner
Friday,20:15,20,Our Lady of Mercy Church,70-01 Kessel St,Forest Hills,Open
Friday,20:15,20,Pilgrim Congregational Church,102-35 89th Ave,Richmond Hill,"Open, Wheelchair Access"
Friday,20:15,20,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Beginner, Wheelchair Access"
Friday,20:15,20,St Laurence Roman Catholic Church Rectory,1020 Van Siclen Ave,East New York,"Closed, Step Meeting, Wheelchair Access"
Friday,20:30,20,Christ Episcopal Church,2 Emerson St,Connecticut,"Big Book, Wheelchair Access"
Friday,20:30,20,Clubhouse,367 20th St,Park Slope,Closed
Friday,20:30,20,First Congregational Church,14 Brookside Rd,Connecticut,"Open, Wheelchair Access"
Friday,20:30,20,Friends Meeting House,110 Schermerhorn St,Brooklyn Heights,"Big Book, Open, Wheelchair Access"
Friday,20:30,20,Friends Meeting House,15 Rutherford Pl,East Village,Closed
Friday,20:30,20,General Theological Seminary,175 9th Ave,Greenwich Village,Closed
Friday,20:30,20,Greenbelt Recreational Center,281 Patchogue-Holbrook Rd,Suffolk County,Closed
Friday,20:30,20,Greenbelt Recreational Center,281 Patchogue-Holbrook Rd,Suffolk County,Step Meeting
Friday,20:30,20,Holy Name of Mary School,114 Grand St,Croton-On-Hudson,Closed
Friday,20:30,20,Manhattan College Engineering Building,3825 Corlear Ave #1,Kingsbridge,Open
Friday,20:30,20,Modular Warehouse Office #1,1170 McLester St,New Jersey,"Closed, Wheelchair Access"
Friday,20:30,20,New Dorp Moravian Church,2205 Richmond Rd,"New Dorp, Oakwood, Oakwood Heights",Big Book
Friday,20:30,20,Old First Reformed Church,729 Carroll St,Park Slope,Open
Friday,20:30,20,Pascack Reformed Church,65 Pascack Rd,New Jersey,"Open, Wheelchair Access"
Friday,20:30,20,Perry Street Workshop,50 Perry St,Greenwich Village,Step Meeting
Friday,20:30,20,St Anselm's Rectory Bsmt,356 82nd St,Ft. Hamilton,Step Meeting
Friday,20:30,20,St Cecilia's Church Rectory,84 Herbert St,Greenpoint,"Discussion, Open"
Friday,20:30,20,St. Elizabeth's Center,175 Wolf Hill Rd,Suffolk County,"Discussion, Open, Wheelchair Access"
Friday,20:30,20,St Gregory's Convent,88-19 Cross Island Pkwy,Bellerose,Closed
Friday,20:30,20,St Paul & St Luke's Church,186 Decker Ave,Port Richmond,Closed
Friday,20:30,20,St Paul's Church,225 St Pauls Ave,Stapleton,Closed
Friday,20:30,20,Twelfth Street Workshop,411 E 12th St,East Village,"Beginner, Step Meeting"
Friday,20:30,20,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Step Meeting, Wheelchair Access"
Friday,20:30,20,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Beginner, Step Meeting, Wheelchair Access"
Friday,20:35,20,Community Church of the Pelhams,448 Washington Ave,Pelham,"Closed, Discussion, Russian, Wheelchair Access"
Friday,20:45,20,Holy Trinity Episcopal Church,24 Coulter Ave,Putnam and Dutchess Counties,Closed
Friday,20:45,20,Seafarers & Intl House,123 E 15th St,East Village,"Step Meeting, Wheelchair Access"
Friday,20:45,20,Springfield Methodist Church,131-29 Farmers Blvd,Springfield Gardens,Open
Friday,20:45,20,Westbury Friends School,550 Post Ave,Nassau County,"Discussion, Open,"
Friday,21:00,21,Good Shepherd Lutheran Church,112 N Main St,Rockland County,"Beginner, Wheelchair Access"
Friday,21:00,21,Sacred Heart Chapel,137 Stage Rd,Orange County,"Closed, Wheelchair Access"
Friday,21:00,21,Simpson Methodist Church,30 Locust Ave,Suffolk County,Closed
Friday,21:00,21,St Joseph & St Thomas Church,50 Maguire Ave,Prince's Bay,Step Meeting
Friday,21:00,21,St Luke's Church,16-31 Clintonville St,Whitestone,"Closed, Wheelchair Access"
Friday,21:00,21,St Paul the Apostle Church,231 Jackson Ave,Nassau County,Open
Friday,21:00,21,United Methodist Church,3087 Ocean Ave,Sheepshead Bay,Open
Friday,21:15,21,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"Discussion, Open"
Friday,21:15,21,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,Step Meeting
Friday,21:30,21,Holy Name Church,207 W 96th St,Upper West Side,"Open, Step Meeting"
Friday,21:30,21,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Beginner, Step Meeting"
Friday,22:00,22,220 W Houston St,220 W Houston St,Greenwich Village,Beginner
Friday,22:00,22,Church Episcopal San Andres,4917 4th Ave,Sunset Park,"Closed, Spanish"
Friday,22:00,22,St Monica's Church,413 E 79th St,Upper East Side,Closed
Friday,22:00,22,Twelfth Street Workshop,411 E 12th St,East Village,Open
Friday,22:30,22,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,Closed
Friday,22:30,22,Cherry Grove Fire House,181 Bayview Walk,Suffolk County,"Discussion, Open"
Friday,23:00,23,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Friday,23:00,23,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Atheist / Agnostic, Closed, Young People"
Friday,23:05,23,Holy Name Church,207 W 96th St,Upper West Side,Closed
Friday,0:00,0,220 W Houston St,220 W Houston St,Greenwich Village,"Closed, Discussion"
Friday,0:00,0,Carl's House,585 Veterans Rd W,Prince's Bay,Open
Saturday,2:00,2,220 W Houston St,220 W Houston St,Greenwich Village,"Candlelight, Discussion, Open"
Saturday,6:00,6,Holy Name Church,207 W 96th St,Upper West Side,"Discussion, Literature, Open"
Saturday,6:00,6,Judge Gilbert Ramirez Houses,455 E 138th St,Mott Haven,Beginner
Saturday,6:30,6,St John's Lutheran Church,75 E Olive St,Nassau County,"Discussion, Open"
Saturday,6:45,6,St John the Evangelist Roman Catholic Church,25 Ocean Ave,Suffolk County,Closed
Saturday,7:00,7,Downing Park,2881 Crompond Rd,Yorktown Heights,"Closed, Wheelchair Access"
Saturday,7:00,7,Holy Name Church,75 Lispenard Ave,New Rochelle,Closed
Saturday,7:00,7,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,"Discussion, Open"
Saturday,7:00,7,Old Whalers Presbyterian Church,44 Union St,Suffolk County,"Closed, Meditation, Wheelchair Access"
Saturday,7:00,7,Saint Mary's Episcopal Church,26 St Mary's Rd,Suffolk County,"Closed, Wheelchair Access"
Saturday,7:00,7,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Closed, Discussion"
Saturday,7:00,7,St Patrick's Church,188 Church Pl,Yorktown Heights,"Beginner, Wheelchair Access"
Saturday,7:00,7,United Methodist Church,35 Middle Neck Rd,Nassau County,Closed
Saturday,7:15,7,Holy Name Church,207 W 96th St,Upper West Side,Step Meeting
Saturday,7:30,7,Church of the Ascension Parish House,12 W 11th St,Greenwich Village,"Meditation, Step Meeting"
Saturday,7:30,7,Hazelden Tribeca,283 W Broadway,TriBeCa,"Discussion, Open, Wheelchair Access"
Saturday,7:30,7,Jan Hus Church,351 E 74th St,Upper East Side,"Discussion, Open"
Saturday,7:30,7,National Museum,190 Fordham St,City Island,"Discussion, Open, Wheelchair Access"
Saturday,7:30,7,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Saturday,7:30,7,Stony Point Riverview Park,103 Grassy Point Rd,Rockland County,"Closed, Wheelchair Access"
Saturday,7:30,7,The North Presbyterian Church of Flushing,25-33 154th St,Flushing,"Big Book, Closed"
Saturday,7:30,7,Tomkins Memorial Church,326 N Liberty Dr,Rockland County,"Closed, Wheelchair Access"
Saturday,7:30,7,Twelfth Street Workshop,411 E 12th St,East Village,Closed
Saturday,7:30,7,Zion Evangelical Lutheran Church,125 Henry St,Brooklyn Heights,"Closed, Discussion"
Saturday,7:45,7,Church of the Magdalene,525 Bedford Rd,Tarrytown,"Men, Step Meeting"
